rank_name	unit_name1	unit_name2	unit_name3	parent_name	usage	taxon_author	accepted_name	unacceptability_reason	comments	details
Species	Cellepora	amphora		Cellepora Linnaeus 1767	invalid	von Hagenow, 1839	Micropora amphora			Etiam Discopora fide Roemer (1841);   Etiam Homalostega fide Marsson (1887);   Etiam Micropora fide Levinsen (1925), Voigt (1930, 1959);   Etiam Reptescharinella fide d'Orbigny (1852);   Cretaceous, Maastrichtian (Germany, Rugen);     Maastrichtian (Germany, Rugen) fide Marsson (1887);     Maastrichtian (Germany, Rugen; Denmark) fide Voigt (1930);     Cenozoic, Paleocene, Danian (Denmark) fide Voigt (1930);
Species	Homalostega	amphora		Homalostega Marsson 1887	invalid	(von Hagenow, 1839)	Micropora amphora			Vide Cellepora amphora;
Species	Homalostega	punctilla		Homalostega Marsson 1887	invalid	Brydone, 1936	Stichomicropora punctilla			Etiam Stichomicropora fide Voigt (1949);   Cretaceous, Campanian-Maastrichtian (England, Catton, Trimingham);
Species	Latereschara	expansa		Latereschara d'Orbigny 1852	invalid	Brydone, 1936	Latereschara proboscidea expansa			Vide Latereschara proboscidea expansa;
Species	Reptescharinella	amphora		Reptescharinella d'Orbigny 1852	invalid	(von Hagenow, 1839)	Micropora amphora			Vide Cellepora amphora;
Species	Semieschara	carisiana		Semieschara d'Orbigny 1852	invalid	Brydone, 1936	Semieschara norvicia carisiana			Vide Semieschara norvicia carisiana;
Species	Tylopora	hantoniensis		Tylopora Lang 1917	invalid	Brydone, 1936	Tylopora lorea hantoniensis			Vide Tylopora lorea hantoniensis;
Species	Ellisina	crenulata		Ellisina Norman 1903	invalid	Okada & Mawatari, 1936 non Okada, 1929	Ellisina izuensis			Nunc Ellisina izuensis Mawatari & Mawatari, 1981 fide Mawatari & Mawatari (1981);   Recent,;
Species	Petraliella	arafurensis		Petraliella Canu & Bassler 1927	invalid	Stach, 1936	Petraliella buski		ZR1936	
Species	Petraliella	hastingsae		Petraliella Canu & Bassler 1927	invalid	(Stach, 1936)	Petraliella dentilabris		ZR1936	
Species	Idmonea	macgillivrayi		Idmonea Waters 1821	invalid	Stach, 1936	Nevianipora macgillivrayi			[Nunc Nevianipora fide Parker, in litteris, 1990];   Recent, Indian (Australia, South Australia);
Species	Diplotrypa	ungava		Diplotrypa Nicholson 1879	invalid	Oakley, 1938	Diplotrypa petropolitana ungava			Vide Diplotrypa petropolitana ungava;
Species	Polypora	kolvae		Polypora M'Coy 1842	invalid	Stuckenberg, 1895	Shulgapora kolvae			Upper Carboniferous (Russia: zone C3) fide Nikiforova (1933);     Moscovian (Slovakia, Dobsina) fide Prantl (1936);   Permian only in Nikiforova (1938)
Species	Pinnatopora	trapezoidea		Pinnatopora Shrubsole in Shrubsole & Vine 1884	invalid	Nikiforova, 1938 non Nekhoroshev, 1956	Penniretepora trapezoidea			Etiam Penniretepora fide Branson (1948);   Permian, Sakmarian (Rusia, Urals: Pseudoschwagerina moelleri beds);
Species	Polypora	orbicribrata		Polypora M'Coy 1842	invalid	Keyserling, 1846	Shulgapora orbicribrata			Etiam Shulgapora fide Schastlivtseva (1992);   Permian, lower (Russia: Cora and Schwagerina beds);   Permian, Artinskian (Russia, Sylva River);
Species	Polypora	sulaensis		Polypora M'Coy 1842	invalid	Nikiforova, 1938	Shulgapora porosa sulaensis			Vide Polypora porosa sulaensis;
Species	Meliceritites	sarthacensis		Meliceritites Roemer 1840	invalid	(d'Orbigny, 1853)	Reptomultelea sarthacensis			Vide Reptelea sarthacensis;
Species	Reptelea	sarthacensis		Reptelea d'Orbigny 1853	invalid	d'Orbigny, 1853	Reptomultelea sarthacensis			Etiam Meliceritites fide Levinsen (1912);    Etiam Reptomultelea fide Taylor (1994);    Cretaceous, Cenomanian (France, Le Mans);        Cenomanian, Turonian (France, Germany, Czechoslovakia) fide Taylor (1994);
Species	Acanthodesia	paulensis		Acanthodesia Canu & Bassler 1920	invalid	Marcus, 1937	Membranipora paulensis			Nunc Membranipora fide Winston & Migotto 2005;   Recent, Atlantic (Brazil);
Species	Antropora	leucocypha		Antropora Norman 1903	invalid	(Marcus, 1937)	Akatopora leucocypha			Vide Crassimarginatella leucocypha;
Species	Crassimarginatella	leucocypha		Crassimarginatella Canu 1900	invalid	Marcus, 1937	Akatopora leucocypha			Nunc Akatopora fide Gordon (1986);   Etiam Antropora fide Osburn (1940) & Shier (1964);   Recent, western Atlantic (Brazil);   Fossil: Middle Miocene (USA, Florida: Chipola Formation) fide Scolaro (thesis) Late Pleistocene (USA, Louisiana) fide Cheetham & Sandberg (1964);
Species	Emballotheca	capensis		Emballotheca Levinsen 1909	invalid	O'Donoghue & de Watteville, 1937	Calyptotheca capensis			Nunc Calyptotheca fide Dumont, 1981;    Recent, Indian Ocean (South Africa);
Species	Schizoporella	carvalhoi		Schizoporella Hincks 1877	invalid	Marcus, 1937	Pourtalesella carvalhoi			Nunc Pourtalesella fide  Winston, 2005;   Recent, Atlantic (Brazil);
Species	Smittina	foliaceana		Smittina Norman 1903	invalid	Okada & Mawatari, 1937	Escharoides excavata	junior synonym		Subjective junior synonym Escharoides sauroglossa fide Mawatari (1952);   Nunc Escharoides fide Mawatari (1952);   Recent, Pacific (Japan);
Species	Arachnoidea	evelinae		Arachnoidea Moore 1903	invalid	Marcus, 1937	Arachnoidella evelinae			Nunc Arachnoidea (Arachnoidella) fide d'Hondt (1983);   Recent, Atlantic (Brazil);
Species	Anomalotoechus	tuberatus		Anomalotoechus	invalid	Duncan, 1939	Atactotoechus tuberatus			Etiam Atactotoechus fide Boardman (1960);   Devonian, Givetian (USA: Traverse Group, Bell Shale);
Species	Cyphotrypa	traversensis		Cyphotrypa Ulrich & Bassler 1904	invalid	Duncan, 1939	Anomalotoechus traversensis			Etiam Stereotoechus fide Boardman (1960);   Etiam Anomalotoechus fide Astrova (1978);   Devonian, Givetian (USA: Traverse Group, Genshaw);
Species	Eridotrypella	valida		Eridotrypella Duncan 1939	invalid	Duncan, 1939	Loxophragma validum			Etiam Loxophragma fide Boardman (1960);   Devonian, Givetian (USA, Michigan: Traverse Group, Bell Shale Ferron Point);
Species	Hederella	michiganensis		Hederella Hall 1881	invalid	Bassler, 1939	Magnederella michiganensis			Etiam Hederella (Magnederella);   Devonian, Eifelian  Givetian (USA);
Species	Hederella	persimilis		Hederella Hall 1881	invalid	Bassler, 1939	Basslederella persimilis			Etiam Hederella (Basslederella);   Devonian, Givetian (USA: Traverse Group);
Species	Hederella	praecedens		Hederella Hall 1881	invalid	Bassler, 1939	Hederella magna praecedens			Vide Hederella magna praecedens;
Species	Leioclema	traversense		Leioclema Ulrich 1882	invalid	(Duncan, 1939)	Leioclema decipiens			Vide Lioclema [sic] traversense;
Species	Magnederella	praecedens		Magnederella Solle 1952	invalid	(Bassler, 1939)	Hederella magna praecedens			Vide Hederella magna praecedens;
Species	Trachytoechus	villosus		Trachytoechus Duncan 1939	invalid	(Duncan, 1939)	Paratrachytoechus villosus			Vide Eostenopora ? villosa;
Species	Polypora	pseudoborealis		Polypora M'Coy 1842	invalid	Nikiforova, 1938	Polyporella pseudoborealis			Etiam Polyporella fide Gorjunova (1975);   Permo-Carboniferous (Russia, Timan Range, Sula River);   ?Upper Carboniferous, ?Gzhelian (Russia, Timan: zone C 1/3) fide Nikiforova (1938)
Species	Fenestella	sterlitamakensis		Fenestella Bolten 1798	invalid	Nikiforova, 1938	Fenestella virgosa sterlitamakensis			Vide Fenestella virgosa sterlitamakensis;
Species	Pinnatopora	expressa		Pinnatopora Shrubsole in Shrubsole & Vine 1884	invalid	Trizna, 1939	Penniretepora expressa			Etiam Penniretepora fide Branson (1948);   Permian, Artinskian (Russia, Urals: Parafusulina lutugini beds);
Species	Pinnatopora	invisa		Pinnatopora Shrubsole in Shrubsole & Vine 1884	invalid	Trizna, 1939	Penniretepora invisa			Etiam Penniretepora fide Branson (1948);   Permian, Sakmarian-Artinskian (Russia, Priurals: Tastuba-Sterlitamak & Sterlitamak-Burtzevka horizon) fide Trizna (1950);     Sakmarian (Russia, Urals: Pseudofusulina anderssoni beds) fide Branson (1948);
Species	Pinnatopora	major		Pinnatopora Shrubsole in Shrubsole & Vine 1884	invalid	Trizna, 1939	Penniretepora subtila major			Vide Pinnatopora subtila major;
Species	Pinnatopora	molesta		Pinnatopora Shrubsole in Shrubsole & Vine 1884	invalid	Trizna, 1939	Penniretepora molesta			Etiam Penniretepora fide Branson (1948);   Permian, Sakmarian (Russia, Urals: Pseudofusulina anderssoni beds);
Species	Pinnatopora	percognita		Pinnatopora Shrubsole in Shrubsole & Vine 1884	invalid	Trizna, 1939	Penniretepora percognita			Etiam Penniretepora fide Branson (1948);   Permian, Sakmarian (Russia, Urals: Pseudofusulina anderssoni beds);
Species	Pinnatopora	quaesita		Pinnatopora Shrubsole in Shrubsole & Vine 1884	invalid	Trizna, 1939	Penniretepora quaesita			Etiam Penniretepora fide Branson (1948);   Permian, Artinskian (Russia, Ascha River: Parafusulina lutugini beds);
Species	Polypora	extenta		Polypora M'Coy 1842	invalid	Trizna, 1939	Polypora variocellata extenta			Vide Polypora variocellata extenta;
Species	Polyporella	rhombocella		Polyporella Simpson 1894	invalid	(Nikiforova, 1938)	Polypora rhombocella			Vide Polypora rhombocella;
Species	Rhombotrypella	distincta		Rhombotrypella Nikiforova 1933	invalid	Nikiforova, 1938	Rhombotrypella arbuscula distincta			Vide Rhombotrypella arbuscula distincta;
Species	Ceriocava	micropora		Ceriocava Lamouroux 1854	invalid	Chiplonkar, 1939	Chiplonkarina dimorphopora			Subjective synonym Ceriopora dimorphopora fide Taylor & Badve (1995);   Etiam Chiplonkarina fide Taylor & Badve (1995);   Cretaceous, Cenomanian-Turonian (India: Bagh Group);
Species	Ceriopora	ellipsopora		Ceriopora Goldfuss 1826	invalid	Chiplonkar, 1939	Chiplonkarina dimorphopora		ZR1939	
Species	Chiplonkarina	ellipsopora		Chiplonkarina Taylor & Badve 1995	invalid	(Chiplonkar, 1939)	Chiplonkarina dimorphopora			Vide Ceriopora ellipsopora;
Species	Chiplonkarina	micropora		Chiplonkarina Taylor & Badve 1995	invalid	(Chiplonkar, 1939)	Chiplonkarina dimorphopora			Vide Ceriocava micropora;
Species	Cellaria	boninensis		Cellaria Ellis & Solander 1786	invalid	Silen, 1938	Cellaria tenuirostris	junior synonym		Subjective junior synonym Salicornaria tenuirostris fide Hastings (1946) & Brown (1952);   Recent, Pacific (Bonin Islands);
Species	Crepidacantha	levinseni		Crepidacantha Levinsen 1909	invalid	Marcus, 1938	Crepidacantha longiseta		ZR1938	
Species	Cyclocolposa	parva		Cyclocolposa Canu & Bassler 1923	invalid	(Marcus, 1938)	Odontoporella parva			Vide Hippodiplosia ottomulleriana parva;
Species	Membranipora	hastingsae		Membranipora de Blainville 1830	invalid	(Marcus, 1938)	Electra monostachys			Vide Electra hastingsae;
Species	Menipea	triangula		Menipea Lamouroux 1812	invalid	(Hastings, 1939)	Emma triangula			Vide Emma triangula;
Species	Petraliella	mucroaviculata		Petraliella Canu & Bassler 1927	invalid	Okada & Mawatari, 1938	Mucropetraliella armata mucroaviculata			Vide Petraliella armata mucroaviculata;
Species	Lichenopora	scalaris		Lichenopora Gordon & d'Hondt 1823	invalid	Neviani, 1939	Patinella radiata scalaris			Vide Lichenopora radiata scalaris;
Species	Lichenopora	sparsa		Lichenopora Gordon & d'Hondt 1823	invalid	Neviani, 1939	Patinella radiata sparsa			Vide Lichenopora radiata sparsa;
Species	Bugula	minor		Bugula Oken 1815	invalid	Ryland, 1962	Bugula calathus minor		Check 1961	Vide Bugula calathus minor;
Species	Callopora	ohioensis		Callopora Gray 1848	invalid	Foerste, 1887	Lioclemella ohioensis			Species typica Lioclemella Foerste, 1895;   Etiam Lioclemella fide Foerste (1895);   Silurian, Llandovery (USA, Ohio: Clinton, Brassfield) fide Bassler (1915);
Species	Basslederella	calvini		Basslederella Solle 1968	invalid	(Bassler, 1939)	Hederella calvini			Vide Hederella calvini;
Species	Eridotrypella	brevis		Eridotrypella Duncan 1939	invalid	Duncan, 1939	Leptotrypella ohioensis	junior synonym		Etiam Leptotrypella fide Boardman (1960);   Subjective junior synonym Monotrypella ohioensis fide Boardman (1960);   Devonian, Givetian (USA, Michigan: Traverse Group, Bell Shale, Ferron Point);
Species	Hederella	alpenensis		Hederella Hall 1881	invalid	Bassler, 1939	Basslederella alpenensis			Species typica Bassleria Solle, 1952, non Bassleria Harlton, 1929;   Species typica Basslederella Solle, 1968;   Etiam Hederella (Basslederella);   Devonian, ?Eifelian  Givetian;
Species	Monotrypella	ohioensis		Monotrypella Vinassa de Regny [non Ulrich 1882] 1911	invalid	Stewart, 1927	Leptotrypella ohioensis		ZR1928	
Species	Stigmatella	alpenensis		Stigmatella Berkeley and Curtis in Berkeley 1857 and Berkeley 1874	invalid	Duncan, 1939	Anomalotoechus alpenensis			Etiam Anomalotoechus fide Astrova (1978);   Etiam Stereotoechus fide Boardman (1960);   Devonian, Givetian (USA: Traverse Group, Genshaw);
Species	Pinnatopora	subtila		Pinnatopora Shrubsole in Shrubsole & Vine 1884	invalid	Schulga-Nesterenko, 1941	Penniretepora subtila			Etiam Penniretepora fide Branson (1948);   Permian (Russia, Petschora region);     Artinskian (Russia, Urals: Sarginsk horizon) fide Trizna and Klautsan (1961, p. 367);   Upper Carboniferous, Gzhelian (Spitzbergen: lower Tyrrellfjellet Member) fide Nakrem (1994)
Species	Fenestella	magnopora		Fenestella Bolten 1798	invalid	Schulga-Nesterenko, 1941	Flexifenestella eichwaldi magnopora			Vide Fenestella eichwaldi magnopora;
Species	Pinnatopora	disposita		Pinnatopora Shrubsole in Shrubsole & Vine 1884	invalid	Trizna, 1939	Penniretepora trilineata disposita			Vide Pinnatopora trilineata disposita;
Species	Polypora	longa		Polypora M'Coy 1842	invalid	Schulga-Nesterenko, 1941	Polyporella longa			Etiam Polyporella fide Gorjunova (1975);   Permian, lower (Russia, Petschora region);
Species	Polypora	russiensis		Polypora M'Coy 1842	invalid	Schulga-Nesterenko, 1941	Polyporella russiensis			Vide Polypora remota russiensis;
Species	Polypora	triseriata		Polypora M'Coy 1842	invalid	Crockford, 1941 non Mather, 1915	Polyporella triseriata			Etiam Polyporella fide Gorjunova (1975);   Permian, Artinskian (Australia: Ulladulla mudstones);
Species	Ptilopora	sparsicellata		Ptilopora Agassiz 1846	invalid	Schulga-Nesterenko, 1941	Ptilopora septoporoides sparsicellata			Vide Ptilopora septoporoides sparsicellata;
Species	Chiplonkarina	conoformis		Chiplonkarina Taylor & Badve 1995	invalid	(Chiplonkar, 1939)	Chiplonkarina dimorphopora			Vide Ceriopora conoformis;
Species	Cigclisula	protecta		Cigclisula Canu & Bassler 1927	invalid	(Osburn, 1940)	Trematooecia protecta			Vide Trematooecia protecta;
Species	Conopeum	tubigerum		Conopeum Gray 1848	invalid	Osburn, 1940	Membraniporopsis tubigerum			Nunc Membraniporopsis fide Gordon, Ramalho & Taylor 2006;   Recent, Atlantic (Caribbean, Puerto Rico);
Species	Lunularia	rubra		Lunularia Busk 1884	invalid	Bretnall, 1922	Helixotionella rubra			Nunc Helixotionella fide Cook & Chimonides (1984);   Recent, Pacific (Australia);
Species	Retepora	babelensis		Retepora Soldani 1795	invalid	Chapman, 1941	Reteporellina babelensis			Nunc Reteporellina fide Hayward 2004;   Recent, Pacific (Australia);
Species	Schizoporella	canui		Schizoporella Hincks 1877	invalid	Osburn, 1940	Torquatella cornuta		ZR1942	
Species	Spiralaria	incrustans		Spiralaria Busk 1861	invalid	Silen, 1941	Gregarinidra incrustans		1942 in Horowitz	Nunc Gregarinidra by generic synonymy;   Species typica Hippoflustra fide Moyano (1972);   Etiam Hippoflustra fide Moyano (1972);   Recent, Pacific (Japan);
Species	Tervia	brevis		Tervia Hayward 1883	invalid	Neviani, 1939	Tervia irregularis brevis			Vide Tervia irregularis brevis;
Species	Tubulipora	diastoporoides		Tubulipora Lamarck 1816	invalid	Neviani, 1939	Tubulipora serpens diastoporoides			Vide Tubulipora serpens diastoporoides;
Species	Hyalinella	toanensis		Hyalinella Jullien, 1885	invalid	Hozawa & Toriumi, 1940	Gelatinella toanensis			Species typica Gelatinella Toriumi, 1955;   Recent, China, Mongolia;
Species	Pectinatella	toanensis		Pectinatella Leidy [1851]	invalid	(Hozawa & Toriumi, 1940)	Gelatinella toanensis			Vide Hyalinella toanensis;
Species	Amplexopora	thomasi		Amplexopora Ulrich, 1882	invalid	Ross, 1963	Batostoma thomasi			Etiam Batostoma fide Astrova (1978);   Ordovician, Caradocian (Great Britain: Hoar Edge Limestone);
Species	Batostoma	heroense		Batostoma Ulrich 1882	invalid	(Ross, 1963)	Jordanopora heroensis			Vide Jordanopora heroensis;
Species	Pachydictya	manniensis		Pachydictya Ulrich 1882	invalid	Ross, 1964	Trigonodictya acuta manniensis			Vide Pachydictya acuta manniensis;
Species	Pachydictya	tabulata		Pachydictya Ulrich 1882	invalid	Ross, 1964	Trigonodictya acuta tabulata			Vide Pachydictya acuta tabulata;
Species	Pachydictya	tristolone		Pachydictya Ulrich 1882	invalid	Ross, 1964	Trigonodictya acuta tristolone			Vide Pachydictya acuta tristolone;
Species	Parvohallopora	congrua		Parvohallopora Singh 1979	invalid	(Utgaard & Perry, 1964)	Hallopora congrua			Vide Hallopora congrua;
Species	Flustra	lanceolata		Flustra Linnaeus 1761	invalid	Goldfuss, 1829	Ptilodictya lanceolata			Species typica Ptilodictya Lonsdale, 1839;   Etiam Ptilodictya fide Lonsdale (1839);   Etiam Ptylodictya fide d'Orbigny (1850);   Silurian;     Wenlockian (Great Britain) fide Vine (1882);     Ludlovian (Great Britain: Aymestry Limestone) fide Owen (1962);     Wenlockian-Ludlovian (Russia: Mukshinsk & Malinovetsk horizons) fide Astrova (1965);     Llandovery-Pridolian (western Europe) fide Kopajevich(1975);     Ludlovian-Pridolian (Russia, Belarus: Pulvyansk-Mukhavetsk Formations) fide Pushkin (1975);     Llandovery-Ludlovian (western Europe) fide Ross (1960);
Species	Hemitrypa	lasutkiniae		Hemitrypa Phillips 1841	invalid	Waschurova, 1964	Hemitrypa devonica lasutkiniae			Vide Hemitrypa devonica lasutkiniae;
Species	Intrapora	vulgatum		Intrapora Hall 1883	invalid	Troizkaya, 1963	Intrapora lanceolata			Etiam Intrapora lanceolata fide Troizskaya, 1968;   Devonian, Famennian (USSR);
Species	Isotrypa	communis		Isotrypa Hall 1885	invalid	Waschurova, 1964	Isotrypa sibirica communis			Vide Isotrypa sibirica communis;
Species	Polypora	karbogensis		Polypora M'Coy 1842	invalid	Troizkaya, 1963	Polyporellina karbogensis			Nunc Polyporellina fide Morozova & Lisitsyn, 1996;      Devonian, Frasnian (USSR);
Species	Polyporella	karbogensis		Polyporella Simpson 1894	invalid	(Troizkaya, 1963)	Polyporellina karbogensis		1968 in Horowitz error for Polyporellina in Horowitz?	Vide Polypora karbogensis;
Species	Pseudobatostomella	spinata		Pseudobatostomella Morozova 1960	invalid	Astrova, 1964	Eridotrypa spinata			Etiam Eridotrypa fide Astrova 1978;   Devonian, Lochkovian (USSR: upper part Borshchovsk horizon);
Species	Rhombopora	subannulata		Rhombopora Meek 1872	invalid	Ulrich, 1890	Hyalotoechus subannulata			Etiam Hyalotoechus fide ?;   Devonian, Givetian (USA: Hamilton);
Species	Semicoscinium	diversispinulatum		Semicoscinium Prout 1859	invalid	Waschurova, 1964	Eosemicoscinium diversispinulatum		not in ZR, Kopaevich	
Species	Semicoscinium	medium		Semicoscinium Prout 1859	invalid	Waschurova, 1964	Viscovia media			Nunc Viscovia fide Morozova & Lavrentjeva, 1998;  Devonian, Early (USSR);
Species	Semicoscinium	walericum		Semicoscinium Prout 1859	invalid	Waschurova, 1964	Viscovia walerica		not in ZR, Horowitz	
Species	Stereotoechus	subbifoliatus		Stereotoechus Duncan 1939	invalid	Astrova, 1964	Anomalotoechus subbifoliatus			Etiam Anomalotoechus fide Astrova 1978;  Devonian, Lochkovian (USSR: Chortkovsk horizon, glauconite zone);
Species	Fenestella	latespinata		Fenestella Bolten 1798	invalid	Ceretti, 1963	Cervella cruciformis latespinata			Vide Fenestella cruciformis latespinata
Species	Polypora	subpolita		Polypora M'Coy 1842	invalid	Ceretti, 1963	Polypora triangularis subpolita			Vide Polypora triangularis subpolita
Species	Pseudonematopora	peregina		Pseudonematopora Balakin, 1974	invalid	(Nekhoroshev, 1956)	Nematopora peregrina		1965 in Horowitz	Vide Nematopora peregrina
Species	Streblotrypa	astrovae		Streblotrypa Ulrich in Vine 1885	invalid	(Sakagami, 1964)	Streblotrypella astrovae			Vide Streblotrypella astrovae
Species	Polypora	lyndoni		Polypora M'Coy 1842	invalid	Ross, 1963	Polyporella lyndoni			Etiam Polyporella fide Gorjunova (1975), Morozova (1981);   Permian, lower [Sakmarian] (Australia: Lyons Group) upper [Ufimian] (Russia: Omolonsk horizon);     Sakmarkian (Russia, Pamir: middle Bazardavinsk suite);
Species	Stenopora	dickinsi		Stenopora Lonsdale 1844	invalid	Ross, 1963	Dyscritella dickinsi			Etiam Dyscritella fide Morozova (1970), Astrova (1978), Nakrem (1988);  Permian, lower [Asselian-Sakmarian] (Australia: Lyons Group);     Ufimian (Spitzbergen: Kap Starostin Formation) fide Malecki (1977); Tokrossoya Formation fide Nakrem (1988);
Species	Stenopora	fisheri		Stenopora Lonsdale 1844	invalid	Ross, 1963	Dyscritella fisheri			Etiam Dyscritella fide Morozova (1970), Astrova (1978);  Permian. lower [Sakmarian] (Australia: Lyons Group);
Species	Stenopora	lyndoni		Stenopora Lonsdale 1844	invalid	Ross, 1963	Dyscritella lyndoni			Etiam Dyscritella fide Morozova (1970), Astrova (1978);  Permian, lower [?Sakmarian] (Australia: Lyons Group) lower, Tokrossoya, Spitzbergen fide Nakrem (1988);
Species	Batostomella	jakutica		Batostomella Ulrich 1882	invalid	Lazutkina, 1963	Pseudobatostomella jakutica			Etiam Pseudobatostomella fide Morozova (1969);   Triassic, Scythian (USSR, Yakut);
Species	Fasciculipora	neocomiensis		Fasciculipora Goldstein 1847	invalid	(d'Orbigny, 1853)	Corymbosa neocomiensis			Vide Corymbosa neocomiensis;
Species	Flustrellaria	annulata		Flustrellaria d'Orbigny 1853	invalid	d'Orbigny, 1853	Ornatella annulata		1852 in Horowitz	Etiam Membranipora (Ornatella) fide Canu (1900);   Etiam Ornatella fide Allegre (1936);   Cretaceous, Senonian [Santonian] (France, Vendome);
Species	Plagioecia	neocomiensis		Plagioecia Canu, 1918	invalid	(d'Orbigny, 1852)	Lobomesenteripora neocomiensis			Vide Mesenteripora neocomiensis;
Species	Reptotubigera	neocomiensis		Reptotubigera d'Orbigny 1853	invalid	d'Orbigny, 1853	Oncousoecia neocomiensis			Etiam Oncousoecia fide Walter (1972), Walter et al. (1975);    Etiam Proboscina fide Gregory (1899);    Cretaceous, Neocomian (Switzerland, Ste. Croix);        Aptian (France) fide Walter et al. (1975);
Species	Vincularia	peregrina		Vincularia Defrance 1829	invalid	d'Orbigny, 1852	Smittipora peregrina			Etiam Onychocella fide Jullien (1882);    Etiam Smittipora fide Canu (1900);    Cretaceous, Senonian [Coniacian-Santonian] (France, Tours, Vendome);
Species	Cellaria	nevianii		Cellaria Ellis & Solander 1786	invalid	Galopim de Carvalho, 1963	Cellaria salicornioides		ZR1974 has =C.johnsoni	
Species	Membranipora	radicifera		Membranipora de Blainville 1830	invalid	Hincks, 1881	Hiantopora radicifera			Etiam Tremopora fide Canu (1904), Canu & Bassler (1925), David & Pouyet (1974);   Etiam Beania fide MacGillivray (1886);   Etiam Hiantopora fide Levinsen (1909), Brown (1958);   Etiam Trematopora fide Canu & Bassler (1920), Buge (1957), Vavra (1979);   Cenozoic;     middle Miocene, Langhian (Australia, Schnapper Point, Muddy Creek, Moorabool, River   Murray cliffs) fide Waters (1882), MacGillivray (1895), Maplestone (1901);     Miocene (France, Mus) fide Canu & Lecointre (1927);     Miocene, Aquitanian (Iran) fide Balavoine in Furon & Balavoine (1959);     Miocene, Burdigalian-Recent fide Moissette (1988), Pouyet & David (1984);     Miocene, Burdigalian (France) fide David & Pouyet (1972), Pouyet & David (1984);     Miocene, Tortonian (Austria) fide David & Pouyet (1974);     Miocene, Badenian (Austria) fide Vavra (1979);     Miocene, Pontilevian, Savignian (France) fide Buge (1957);     Miocene, Messinian (Algeria) fide Moissette (1988);     Miocene, Messinian (Morocco) fide El Hajjaji (1992);     Miocene, Tortonian-Messinian (Greece) fide Moissetteet al. (1993);     Pliocene (Portugal) fide Galopim de Carvalho (1971), Pouyet (1976);     Tertiary (Argentina) fide Canu (1904);   Recent, tropical and equatorial Pacific;
Species	Nellia	johnstoni		Nellia Busk 1852	invalid	Busk, 1858	Cellaria salicornioides	junior synonym		Subjective junior synonym Cellularia salicornioides fide Jelly (1889), Calvet (1902),  Galopim de Carvalho (1963);   Etiam Cellaria fide Busk (1859), Hincks (1880), Galopim de Carvalho (1963);   Etiam Melicerita fide de Angelis d'Ossat & Neviani (1897);   Etiam Salicornia fide Busk (1860);   Cenozoic, Miocene (Sardinia) fide de Angelis d'Ossat & Neviani (1897);   Recent, northeast Atlantic, Mediterranean;
Species	Schizoporella	ridleyi		Schizoporella Hincks 1877	invalid	MacGillivray, 1883	Buffonellodes ridleyi			Nunc Buffonellodes fide Uttley & Bullivant (1972);   Etiam Buffonella fide Waters (1904);   Recent, Pacific (Australia, New Zealand));  Cenozoic, middle Miocene, Langhian (Australia, Muddy Creek) fide MacGillivray (1895);     Pliocene (New Zealand) fide Waters (1887);
Species	Tremopora	radicifera		Tremopora Ortmann 1890	invalid	(Hincks, 1881)	Hiantopora radicifera			Vide Membranipora radicifera;
Species	Crisisina	subannulata		Crisisina d'Orbigny 1850	invalid	(Philippi, 1844)	Hornera subannulata			Vide Hornera subannulata;
Species	Beania	radicifera		Beania Johnston 1840	invalid	(Hincks, 1881)	Hiantopora radicifera			Vide Membranipora radicifera;
Species	Bipora	lanceolata		Bipora Whitelegge 1887	invalid	(Maplestone, 1909)	Zeuglopora lanceolata			Vide Zeuglopora lanceolata;
Species	Cellaria	johnstoni		Cellaria Ellis & Solander 1786	invalid	(Busk, 1858)	Cellaria salicornioides			Vide Nellia johnstoni;
Species	Cellepora	ridleyi		Cellepora Linnaeus 1767	invalid	Kirkpatrick, 1890	Trematooecia ridleyi			Now Trematooecia see ?;   Recent, Pacific (China Sea);
Species	Doryporella	reticulata		Doryporella Norman 1903	invalid	Ryland, 1963	Doryporellina reticulata			Species typica Doryporellina Grischenko, Mawatari & Taylor, 2000;  Recent, northeast Atlantic (Norway);
Species	Flustra	peregrina		Flustra Linnaeus 1761	invalid	d'Orbigny, 1842	Jellyella tuberculata	junior synonym	not 1847	Subjective junior synonym Flustra tuberculata fide Harmer (1926);   Etiam Membranipora fide Jelly (1889);   Etiam Reptoflustra fide d'Orbigny (1852);   Recent, north Atlantic;
Species	Retevirgula	flectospinata		Retevirgula Brown 1948	invalid	Shier, 1964	Retevirgula caribbea		ZR1964; Cook 1985	
Species	Tremogasterina	lanceolata		Tremogasterina MacGillivray 1911	invalid	Canu & Bassler, 1928	Poricella lanceolata	junior synonym		Nunc Poricella by implication;   Valid species fide Cook, 1977;   Subjective junior synonym Escharipora mucronata fide Powell & Cook (1967);   Recent, western Atlantic (off Carolinas);   Fossil: Pleistocene (Venezuela);
Species	Dianulites	utahensis		Dianulites Eichwald 1829	invalid	Hinds, 1970	Orbipora utahensis			Now Orbipora see Ernst et al 2007;   Ordovician, ?Llanvirn-?Llandeilo (USA, Utah: Lehman Limestone);
