AMPLEXOPORA? EVENENSIS
HEMIPHRAGMA? TUBERCULATA
BATOSTOMELLA (GEINITZELLA) MANCHURIENSIS
Beisselina? detrita
CUPULARIA? CONOIDEA
LEPRALIA? LONTENSIS
Batostomella? manchuriensis
ALVEOLITES? FIBROSA
ALECTO? CANADENSIS
LUNULITES? SEMILUNARIS
Membranipora (Amphiblestrum) ringens
CELLEPORA BARRANDI [sic]
CONESCHARELLINA? DEPRESSA
'Dakaria' gelida
Schizotheca? ternata
MONTICULIPORA? BOWERBANKI
MONTICULIPORA (CHAETETES) WHITFIELDI
Batostoma (Hemiphragma) tenuimurale
PALESCHARA? RETICULATA
TREMATOPORA? GRANISTRIATA
Monticulipora (Archaeopora) nexilis
CHAINODICTYON GRACILIS [sic]
BERENICEA? GARNIERI
CELLEPORA (ESCHAROIDES) PUSILLA
Ichnopora? porigera
Myriopora (Orbitulites) creplini
CELLEPORA? PETIOLUS
PORINA? BIOCULATA
Steganoporella [sic] elegans
Steganoporella [sic] ignobilis
IDMONEA (TUBIGERA) GIEBELI
IDMONEA (TUBIGERA) HOERNESI
PUSTULOPORA (CLAUSA) RETIFERA
Turbicellepora (Harmerella) dichotoma
Pectinatella? jheringi
ARCANOPORA? WIMANI
ARTHROPOMA CECILLI [sic] DONGHAIENSIS
FLUSTRA? CECILII
ESCHARA? HUTTONI
FLUSTRA? CECILII
LEPRALIA (SCHIZOPORELLA) GANDYI
SCHIZOPORELLA CAECILII [sic] MEDIOLAEVIS
ARACHNIDIA [sic] HIPPOTHOOIDES
'CRIBRILINA' TERMINATA
Arcanopora? strigosa
Ascodictyon? oklahomensis
HOMOTRYPA? INTERCALARIS
HOMOTRYPELLA? OVATA
MONTICULIPORA (HETEROTRYPA) DAWSONI
MONTICULIPORA (MONOTRYPA) WORTHENI
Berenicea? nova
CERIOPORA STRIATO-PUNCTATA
LEPRALIA (MUCRONELLA) NEUMAYRI
Carbasea membranaceo-truncata
FLUSTRA MEMBRANACEO-TRUNCATA
Penniretepora? clavata
Pinnatopora? clavata
CERIOPORA (REPTONODICAVA) NODOSA
Lepralia chilopora [sic]
Bugula flustroidesjjjjjj,ddfe0     
Crassimarginatella? vitrea
Hallopora? pillula
Trematopora (Trematella) glomerata
'CRIBRILINA' SUGGERENS
SMITTIA (MUCRONELLA) EXPECTANS
Aspidostoma? aegon
Aspidostoma? antiopa
Aspidostoma? atalanta
Monticulipora (Heterotrypa) gracilis
HEMIESCHARA [sic] SANDBERGERI
LUNULITES (DISCOFLUSTRELLARIA) BOUEI TIZA
LUNULITES (DISCOFLUSTRELLARIA) BOUEI TRUNCATA
Steganoporella [sic] bifoveolata
CALLOPORELLA? TAUCHENISENSIS
HALLOPORA? LAMELLARIS
LEPTOTRYPELLA (PYCNOBASIS) LAXA
CHAINODICTYON? MOMSKIENSIS
HELOCLEMA ORIENTALIS [sic]
DYSCRITELLA? MIRIFICA
KLAUCENA (KLAUCENA) ELLIPTICA
STENOPORA? KASHMIRENSIS
BIFLUSTRA CRASSO-RAMOSA
MELICERTITES [sic] FRANQANA
MELICERTITES [sic] MICROPORA
CYCLOCOLPOSA? ARMATA
CRIBRILARIA (GLABRILARIA) AFRICANA
Cribrilina? flexuosa
FILISPARSA? PROFUNDA
'RHOMBOPORA' CRASSA
MECYNOECIA? LATEDISTANS
RHINIDICTYA? ANTIQUA
TRETOCYCLOECIA [sic] CHILECHICOENSIS
Microporelloides areolata&
PSEUDOPACHYDICTYA? INDISTINCTA
CONSTELLARIA? SEROTINA
SPATIOPORA? TUBEROSA
GLAUCONOME (ACANTHOPORA) STELLIPORA SPINOSA
CHAPERIOPSIS (CHAPERIOPSIS) INTERMEDIATA
CRASSIMARGINATELLA (CRASSIMARGINATELLA) SPATHULATA
DENDROBEANIA (HIMANTOZOUMELLA) AMALTHEAE
DENDROBEANIA (LUGUBA) SESSILIS
SCLERODOMUS (PSEUDOSCLERODOMUS) AURICULATUS
Petraliella? intermediata
Pliophloea? labiata
Pliophloea? scutulata
Pliophloea? quadrisulcata
Astreptodictya? crassa
PTILODICTYA? CINCINNATIENSIS
PTILODICTYA FLAGELLUM [sic]
Astreptodictya? crassa
Fenestrella [sic] reticulata
PTILODICTYA GRACILE [sic]
PTILODICTYA? PUNCTATA
FENESTELLA LIMBATUS [sic] REMOTUS [sic]
Fenestella remotus [sic]
CELLEPORA (DISCOPORA) MOHLI
Onychocella guadryana [sic]
PUSTULIPORA [sic] RUSTICA
PUSTULIPORA RAMOSA [SIC]
LUNULITES (CUPULARIA) CRASSA
RETEPORELLINA CRUCIFORMIS®
Steganoporella [sic] patula
CHAPERIOPSIS (CHAPERIOPSIS) BISPINOSA
Crateropora? patula
Characodoma? cribritheca
Biflustra' ajantarensis
Steganoporella [sic] sculpta
Puncturiella (Puncturiellina) sculpta
CUPULARIA? HOUZEAUI
DYSCRITELLA? ANISICA
Conopeum? rustica
BASHKIRELLA? LIULINGENSIS
Microporelloides (Cribriporella) infundibulipora
Microporelloides (Cribriporella) planata
Microporelloides (Patorporella) umboniformis
LIOCLEMA [sic] ALTAICA
Micropora? bengalensis
Patinella? bestibokensis coniformis
EUSPILOPORA? BARRISI
Celleporella (Antarctothoa) muricata
Celleporella (Celleporella) chilina
CELLEPORELLA (CELLEPORELLA) RETIFORMIS
CELLEPORELLA (CELLEPORELLA) UBERRIMA
CELLEPORELLA (NEOTHOA) VIVIANI
Celleporella (Antarctothoa) bougainvillei
Celleporella (Antarctothoa) discreta
Orthoscuticella? intermedia
CHAETITES [sic] LOBATUS
Steganoporella [sic] firma
Astreptodictya? triserialis
Phaenopora? fenestelliformis
STICTOPORA? ACUTA
Astreptodictya? obesa
ONYCHOCELLA (OGIVA) CONCATENATA
Tretocycloecia [sic] aquitanica
DOMOPORA? TERMINALIS
DOMOPORA? VITTATA
SMITTIA (PORELLA) RHOMBOIDALIS
SMITTIA (PORELLA) SPHAERICA
SMITTIA (PORELLA) VARIABILIS
Dendrobeania (Himantozoum) variabilis
Smittina? punctifera
DOMOPORA? HILLIANA
DOMOPORA? INCRUSTANS
DOMOPORA? OCELLATA
SMITTIA (PORELLA) CYLINDRICA
Buffonellodes? nuda
SMITTIA (MUCRONELLA) AMEGHINOI
DIASTOPORA (BERENICEA) VLESI
Celleporaria umbonata?
ACTINOTRYPA? SERA
STEGANOPORELLA [sic] PORTERI
Characodoma? rotundorum
Escharoides? rugata
STEGANOPORELLA [sic] ROZIERI INDICA
PHYLACTELLA? LYRULATA
FLABELLIPORA [sic] FLABELLARIS
MONTICULIPORA (CALLOPORA) TARAMELLII
MONTICULIPORA? STUCKENBERGI
HIPPOPORINA? SAUCATSENSIS
Crassimarginatella (Corbulella) maderensis
PORELLA? CORNUTA
Rhynchozoon? corniculatum
Cigclisula? crenulata
Schedocleidochasma? elimata
MONTICULIPORA (PRASOPORA) FISTULIPOROIDES
MONTICULIPORA (CALLOPORA) FORUMJULIENSIS
MONTICULIPORA (MONOTRYPELLA) ITALICA
MONTICULIPORA (MONOTRYPA) PARONAI
MONTICULIPORA (MONOTRYPA) CARNICA
MONTICULIPORA (MONOTRYPELLA) CONSUELO
MONTICULIPORA (HETEROTRYPA) DALPIAZI
BATOSTOMELLA? ARMATA
MEMBRANIPORA D'ORBIGNYANA
REPTOMULTICLAUSA D'ORBIGNYI
LAGENIPORA D'ORBIGNYANA
FAVOSITELLA? PUNCTATA
MONOTRYPA (MONOTRYPELLA) OBUMBRATA
HIPPOPORINA? GIBBOSA
BALLANTIOSTOMA [sic] FIBROSUM
BALLANTIOSTOMA [sic] PARVULUM
STEGANOPORELLA [sic] ELONGATA
VINELLA? DEVONICA
STEGANOPORELLA [sic] CLIFTONENSIS
STEGANOPORELLA [sic] CORIOENSIS
CORYNOTRYPA? DHONDTI
Corynotrypa? boloniensis
LIOCLEMA [sic] UTRICULA
PTILODICTYA? LIBANA
Heterotrypa? jamesi
Eridotrypa? meneghini
RHAMPHONOTUS [sic] BASSLERI
REPTOCAVEA? EXPLANATA
STEGANOPORELLA [sic] BAIRNSDALEI
STEGANOPORELLA [sic] DENNANTI
Pesnastylus? vesiculosum
Ralﬁna? originalis
Puellina (Cribrilaria) larwoodi
PSILOPSEA FORESTI [sic]
Amphiblestrum? abortivum
Amphiblestrum? capistrata
HOLOPORELLA? TUBULOSA
PLUMATELLA (AFRINDELLA) TESTUDINICOLA
Cosciniopsis' efatensis
CERAMOPORA? INCONDITA
STENOPORA? INCRUSTANS
Badogliopora (Badoglioporina) parvulipora
CERAMOPORA? INCONDITA
STENOPORA? INCRUSTANS
MONOTRYPA? CIRCULARIS
Batostoma? cornula
BATHOSTOMA [sic] FABIANII
STIGMATELLA? WENJUKOFFI
CRIBRILINA T-FORMIS
PELMATOPORA D'ORBIGNYI
AIMULOSIA? AVICULIFERA
STEGANOPORELLA [sic] BREVIS
STEGANOPORELLA [sic] CAVATURA
Celleporella (Antarctothoa) delta parsimilis
PHYLLOPORINA? KINNEKULLENSIS
Puncturiella (Puncturiellina) cava
Diastopora (Berenicea) suborbicularis
TREMATOPORA (ORTHOPORA) NODOSA
TREMATOPORA (TREMATELLA) NODOSA
FENESTELLA TUBERCULO-CARINATA
CELLEPORA? DIASTOIDES
ELLISINA? OGIVALIS
SCHIZOPODRELLA? MUTABILIS
STEGANOPORELLA [sic] PARVICELLA
Pustulipora [sic] costulata
POLYPORA? DELICATA
RHAMPHOSTOMELLA? MAGNIAPERTA
SMITTINA? BREVIS
STEGANOPORELLA [sic] DEFIXA
Plumatella (Hyalinella) bigemmis
DIPLOTRYPA? APPALACHIA
CALLOPORA? TUBEROSA
PERIGASTRELLA? TUBULOSA
STEGANOPORELLA [sic] VICKSBURGICA
ASCOSOECIA? (ZONOPORA) ULRICHI
DESMEPLAGIOECIA (ACTINOPORA) TENUISSIMA
Porina? trita
CONOPEUM? SIMILIOR
Reussia? strangulata
SMITTINA? PUPA
CERIOPORA? PROPOSITA
TRETOCYCLOECIA [sic] RETICULATA
ALDERINA? NODULOSA
UMBONULA? MISER
Hederella? laxa
RETEPORA? LAXA
CERIOPORA? LAXA
LUNULARIA? GRANDIPORA
SCHIZOPODRELLA? MARGINATA
'Stenopsis' longicollis
TRETOCYCLOECIA [sic] GRANDIS
RETEPORA (RETEPORELLA) KINOSHITAI
POLYTREMA PSEUDO-TUBEROSA
Reptomulticava pseudo-tuberosa
COSTAZZIA ANTIQUA [sic]
HIPPOTHOA? CONJUNCTA
LUNULARIA (OLIGOTRESIUM) CLAIBORNICA
METROPERIELLA? ALBORA
PERIGASTRELLA? COSTIFERA
QUADRICELLARIA? BURNSI
SEMIHASWELLIA? CLARA
WATERSIPORA? ERECTA
TRETOCYCLOECIA [sic]? ATTENUATA
Dacryoporella? conjuncta
MONOTRYPA (DIANULITES) PATERA
CYCLICOPORA? GRANDIS
DAKARIA? STRICTA
Flustra (Carbasea) sagamiensis
HALLOPORA DALEI [sic] SUBALTA
BISIDMONEA? GLOBULOECIA
HIPPOTHOA? GIGANTEA
Hemieschara [sic] geminipora
Umbonula macrochila [sic]
Pachydictya? famelica
Idmonea triquetra Y-formis
CELLEPORA? DENONII
FLUSTRA? LEPEREI
FLUSTRA? MARCELII
FLUSTRA? ROZIERI
COSTAZZIA [sic] ROBERTSONIAE
MEMBRANIPORA? TUBERIMARGO
Microporelloides (Cribriporella) setiformis
CYCLICOPORA(?) GIGANTEA
CYCLICOPORA? MANSFIELDI
HIPPOPORELLA? COSTULATA
HIPPOPORELLA(?) PAPULIFERA
LAGENIPORA(?) BREVICOLLIS
MENISCOPORA? PATENS
MYSTRIOPORA? AREOLATA
RHYNCHOZOON(?) LEVIGATUM
Costazia armiger?
MYSTRIOPORA? AREOLATA
Puncturiella (Puncturiellina) tenera
VINELLA? PANDA
ONYCHOCELLA? ARMATA
Onychocella (Ogiva) promonturiorum
Pustulipora [sic] virgula
PERIGASTRELLA? PARVICELLA
Diastopora (Entalophora) virgula
TRETOCYCLOECIA [sic] LITHOTHAMNIOIDES
Crassimarginatella (Valdemunitella) lata
MICROPORELLA (ELLIPSOPORA) LEPRALIOIDES
ALCYONIDIUM (PARALCYONIDIUM) VERMICULARE
Reussia? granulosa
Hyporosopora? damnatorum
DIASTOPORA (BIDIASTOPORA) EXPANSA
SCHIZOSTOMA? CRASSICOLLIS
DIASTOPORA (DIASTOPORA-CAVARIA) CARINATA
MESOTRYPA? SIMPLEX
AMPLEXOPORA? MINUSINENSIS
Petalotrypa? regularis
DIAPEROECIA? SIMPLEX
TRETOCYCLOECIA? MULTIPOROSA
TEGELLA ROBERTSONI [sic]
Crassimarginatella (Corbulella) translucens
TEGELLA ROBERTSONI [sic]
Polyascosoeciella? tripora
LIOCLEMA [sic] ABACANENSIS
SEMICOSCINIUM (RETEPORINA) INTERMEDIA
Rhombopora acantho-stellata
RHOMBOPORA SIMULATRIX ACANTHO-STELLATA
SEMICOSCINIUM (RETEPORINA) INTERMEDIA
LYROPORA? ERKOSOIDES
AIMULOSIA? CAPITATA
CRIBRILINA? PARISIENSIS
